Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
group_894,,hypothetical protein,1,1,1.0,1,1518,,,,465,465,465.0,,,,,,,,,,HCNBPFHJ_01396,,,,,
group_893,,hypothetical protein,1,1,1.0,1,1517,,,,465,465,465.0,,,,,,,,,,HCNBPFHJ_00230,,,,,
group_892,,hypothetical protein,1,1,1.0,1,1516,,,,1284,1284,1284.0,,,,,,,,,,,,,ICLGGANE_00101,,
rhsD_1,rhsD_1,Protein RhsD,1,1,1.0,1,1514,,,,465,465,465.0,,,,,,,,PDIMPFPI_01741,,,,,,,
group_891,rhsIB,Immunity protein RhsIB,1,1,1.0,1,1513,,,,465,465,465.0,,,,,,,,PDIMPFPI_01742,,,,,,,
hsdS,hsdS,Type-1 restriction enzyme EcoKI specificity protein,1,1,1.0,1,1511,,,,1284,1284,1284.0,,,,,,,,PDIMPFPI_00043,,,,,,,
group_890,,hypothetical protein,1,1,1.0,1,1509,,,,465,465,465.0,,,,,,,GCKDAGAE_00344,,,,,,,,
group_889,,hypothetical protein,1,1,1.0,1,1508,,,,465,465,465.0,,,,,,,GCKDAGAE_01442,,,,,,,,
group_888,,hypothetical protein,1,1,1.0,1,1507,,,,465,465,465.0,,,,,,,GCKDAGAE_01420,,,,,,,,
group_885,,hypothetical protein,1,1,1.0,1,1503,,,,465,465,465.0,,,,,,POEAOIBB_01758,,,,,,,,,
group_884,,hypothetical protein,1,1,1.0,1,1502,,,,465,465,465.0,,,,AMGBDAFE_01907,,,,,,,,,,,
group_879,,hypothetical protein,1,1,1.0,1,1496,,,,465,465,465.0,,,BFBCFGIC_00131,,,,,,,,,,,,
yhfT,yhfT,putative acyl--CoA ligase YhfT,1,1,1.0,1,1495,,,,1290,1290,1290.0,,,,,,,,,,,,,ICLGGANE_00666,,
group_878,,hypothetical protein,1,1,1.0,1,1493,,,,1290,1290,1290.0,,,,,,,GCKDAGAE_01553,,,,,,,,
group_877,sulD,Bifunctional folate synthesis protein,1,1,1.0,1,1492,,,,468,468,468.0,,,,,,,,,,,,,ICLGGANE_00509,,
group_876,,hypothetical protein,1,1,1.0,1,1491,,,,468,468,468.0,,,,,,,,,,HCNBPFHJ_00222,,,,,
group_875,,hypothetical protein,1,1,1.0,1,1490,,,,468,468,468.0,,,,,,,,,AGBEICAE_01004,,,,,,
group_873,,hypothetical protein,1,1,1.0,1,1487,,,,468,468,468.0,,,,,,,GCKDAGAE_01394,,,,,,,,
group_872,,hypothetical protein,1,1,1.0,1,1486,,,,468,468,468.0,,,,,,POEAOIBB_01889,,,,,,,,,
group_871,,hypothetical protein,1,1,1.0,1,1484,,,,1293,1293,1293.0,,,,,,,,,,,,,ICLGGANE_01221,,
group_870,,hypothetical protein,1,1,1.0,1,1482,,,,468,468,468.0,,GFDNPGNJ_00055,,,,,,,,,,,,,
group_869,,hypothetical protein,1,1,1.0,1,1481,,,,1293,1293,1293.0,,,,,,,GCKDAGAE_01952,,,,,,,,
group_868,,hypothetical protein,1,1,1.0,1,1480,,,,471,471,471.0,,,,,,,,,,,,,ICLGGANE_01802,,
group_866,,hypothetical protein,1,1,1.0,1,1477,,,,471,471,471.0,,,,,,,,,,HCNBPFHJ_00203,,,,,
group_865,,hypothetical protein,1,1,1.0,1,1476,,,,471,471,471.0,,,,,,,,,,,BBFLPEJG_01394,,,,
group_864,,hypothetical protein,1,1,1.0,1,1472,,,,471,471,471.0,,,,,,,,,AGBEICAE_00266,,,,,,
group_860,,hypothetical protein,1,1,1.0,1,1461,,,,474,474,474.0,,,,,,,,,,HCNBPFHJ_01726,,,,,
group_859,,hypothetical protein,1,1,1.0,1,1459,,,,474,474,474.0,,,,,,,,,,HCNBPFHJ_01725,,,,,
group_857,,hypothetical protein,1,1,1.0,1,1457,,,,474,474,474.0,,,,,,,,,,HCNBPFHJ_00186,,,,,
group_856,sdcS_3,Sodium-dependent dicarboxylate transporter SdcS,1,1,1.0,1,1456,,,,1299,1299,1299.0,,,,AMGBDAFE_00595,,,,,,,,,,,
group_854,,hypothetical protein,1,1,1.0,1,1453,,,,474,474,474.0,,,,,,POEAOIBB_00078,,,,,,,,,
group_852,,hypothetical protein,1,1,1.0,1,1450,,,,474,474,474.0,,GFDNPGNJ_00314,,,,,,,,,,,,,
group_851,,hypothetical protein,1,1,1.0,1,1449,,,,1302,1302,1302.0,,,,,,,,,,,,,,,LAOJDNKF_00611
group_849,,hypothetical protein,1,1,1.0,1,1446,,,,477,477,477.0,,,,,,,,,,,,,,PAGOGBDJ_01703,
glpT_2,glpT_2,Glycerol-3-phosphate transporter,1,1,1.0,1,1443,,,,477,477,477.0,,,,,,,,,,,,,ICLGGANE_01856,,
group_846,,hypothetical protein,1,1,1.0,1,1438,,,,477,477,477.0,,,,,,,,,AGBEICAE_01546,,,,,,
group_844,,hypothetical protein,1,1,1.0,1,1436,,,,477,477,477.0,,,,,,,,,AGBEICAE_01544,,,,,,
appA,appA,Oligopeptide-binding protein AppA,1,1,1.0,1,1435,,,,477,477,477.0,,,,,,,,,AGBEICAE_00796,,,,,,
group_842,,hypothetical protein,1,1,1.0,1,1433,,,,477,477,477.0,,,,,,,,,AGBEICAE_00278,,,,,,
group_841,,hypothetical protein,1,1,1.0,1,1431,,,,477,477,477.0,,,,,,,,PDIMPFPI_00100,,,,,,,
thiC,thiC,Phosphomethylpyrimidine synthase,1,1,1.0,1,1428,,,,1305,1305,1305.0,,,,,,,,,,,,,ICLGGANE_01801,,
group_838,,hypothetical protein,1,1,1.0,1,1425,,,,477,477,477.0,,,,AMGBDAFE_01784,,,,,,,,,,,
group_836,bzaF,5-hydroxybenzimidazole synthase,1,1,1.0,1,1423,,,,1305,1305,1305.0,,,,,,,,,AGBEICAE_00987,,,,,,
group_834,,hypothetical protein,1,1,1.0,1,1421,,,,477,477,477.0,,,BFBCFGIC_01855,,,,,,,,,,,,
group_832,,hypothetical protein,1,1,1.0,1,1417,,,,477,477,477.0,,GFDNPGNJ_01020,,,,,,,,,,,,,
group_830,,hypothetical protein,1,1,1.0,1,1415,,,,1305,1305,1305.0,,,BFBCFGIC_01168,,,,,,,,,,,,
group_828,,hypothetical protein,1,1,1.0,1,1412,,,,1305,1305,1305.0,,,BFBCFGIC_00172,,,,,,,,,,,,
group_824,,hypothetical protein,1,1,1.0,1,1405,,,,480,480,480.0,,,,,,,,,AGBEICAE_00263,,,,,,
group_816,,hypothetical protein,1,1,1.0,1,1395,,,,225,225,225.0,,,,,,,,,,HCNBPFHJ_00201,,,,,
group_815,,putative type I restriction enzymeP M protein,1,1,1.0,1,1394,,,,1311,1311,1311.0,,,,,,,,,,,,,,,LAOJDNKF_00406
group_813,yhaI_3,Inner membrane protein YhaI,1,1,1.0,1,1391,,,,1311,1311,1311.0,,,,,,,,,,,,,ICLGGANE_01711,,
group_811,,hypothetical protein,1,1,1.0,1,1387,,,,483,483,483.0,,,,,,,,,,,,,ICLGGANE_01092,,
group_809,,hypothetical protein,1,1,1.0,1,1385,,,,1311,1311,1311.0,,,,AMGBDAFE_00032,,,,,,,,,,,
group_808,,hypothetical protein,1,1,1.0,1,1384,,,,483,483,483.0,,,,,,,,,,,,,ICLGGANE_00460,,
group_805,,hypothetical protein,1,1,1.0,1,1381,,,,483,483,483.0,,,,,,,,,,HCNBPFHJ_00224,,,,,
group_804,,hypothetical protein,1,1,1.0,1,1380,,,,483,483,483.0,,,,,,,,,AGBEICAE_01878,,,,,,
group_803,,hypothetical protein,1,1,1.0,1,1379,,,,537,537,537.0,,,,,,,,,,,,,,,LAOJDNKF_00385
rhsD_2,rhsD_2,Protein RhsD,1,1,1.0,1,1378,,,,483,483,483.0,,,,,,,,PDIMPFPI_01746,,,,,,,
group_802,,hypothetical protein,1,1,1.0,1,1377,,,,483,483,483.0,,,,,,,,PDIMPFPI_01724,,,,,,,
group_801,,hypothetical protein,1,1,1.0,1,1376,,,,483,483,483.0,,,,,,,GCKDAGAE_00351,,,,,,,,
group_798,,hypothetical protein,1,1,1.0,1,1372,,,,483,483,483.0,,GFDNPGNJ_00334,,,,,,,,,,,,,
group_797,,hypothetical protein,1,1,1.0,1,1371,,,,486,486,486.0,,,,,,,,,,,,,,PAGOGBDJ_00904,
group_796,,hypothetical protein,1,1,1.0,1,1370,,,,486,486,486.0,,,,,,,,,,,,,,PAGOGBDJ_00584,
group_792,,hypothetical protein,1,1,1.0,1,1364,,,,1317,1317,1317.0,,,,,,,,,,,,,,,LAOJDNKF_00023
group_791,,hypothetical protein,1,1,1.0,1,1363,,,,486,486,486.0,,,,,,,,PDIMPFPI_01754,,,,,,,
group_789,,hypothetical protein,1,1,1.0,1,1361,,,,1317,1317,1317.0,,,,,,,,,,,,,,PAGOGBDJ_00580,
group_788,,hypothetical protein,1,1,1.0,1,1360,,,,486,486,486.0,,,,,,,,PDIMPFPI_01054,,,,,,,
group_787,,hypothetical protein,1,1,1.0,1,1359,,,,486,486,486.0,,,,,,,,PDIMPFPI_01025,,,,,,,
group_786,,hypothetical protein,1,1,1.0,1,1357,,,,486,486,486.0,,,,,,,GCKDAGAE_01432,,,,,,,,
smc_1,smc_1,Chromosome partition protein Smc,1,1,1.0,1,1356,,,,1317,1317,1317.0,,,,,,,,PDIMPFPI_01056,,,,,,,
group_785,,hypothetical protein,1,1,1.0,1,1354,,,,1317,1317,1317.0,,,BFBCFGIC_01335,,,,,,,,,,,,
group_782,csm6,CRISPR-associated protein Csm6,1,1,1.0,1,1348,,,,1320,1320,1320.0,,,,,,,,,,,,,,PAGOGBDJ_01952,
group_781,,hypothetical protein,1,1,1.0,1,1347,,,,1320,1320,1320.0,,,,,,,,,,,,,ICLGGANE_00025,,
group_780,,hypothetical protein,1,1,1.0,1,1345,,,,1320,1320,1320.0,,,,,,,,,,HCNBPFHJ_00281,,,,,
group_779,,putative protein,1,1,1.0,1,1344,,,,1320,1320,1320.0,,,,,,,,,AGBEICAE_01149,,,,,,
group_778,,hypothetical protein,1,1,1.0,1,1343,,,,228,228,228.0,,,,,,,,,AGBEICAE_01526,,,,,,
group_777,,hypothetical protein,1,1,1.0,1,1342,,,,489,489,489.0,,,,,,,,,,,,,ICLGGANE_01131,,
group_776,,hypothetical protein,1,1,1.0,1,1341,,,,489,489,489.0,,,,,,,,,,,,,ICLGGANE_01097,,
csm6,csm6,CRISPR-associated protein Csm6,1,1,1.0,1,1339,,,,1320,1320,1320.0,,,BFBCFGIC_01313,,,,,,,,,,,,
group_775,,putative protein,1,1,1.0,1,1337,,,,1320,1320,1320.0,,,BFBCFGIC_00091,,,,,,,,,,,,
group_774,,hypothetical protein,1,1,1.0,1,1336,,,,489,489,489.0,,,,,,,,,,,,,ICLGGANE_00216,,
sucD_1,sucD_1,Succinate-semialdehyde dehydrogenase (acetylating),1,1,1.0,1,1334,,,,1323,1323,1323.0,,,,,,,,,,,,,,,LAOJDNKF_00610
aspC_1,aspC_1,Aspartate aminotransferase,1,1,1.0,1,1328,,,,1326,1326,1326.0,,,,,,,,,,,,,ICLGGANE_00073,,
group_767,,putative protein,1,1,1.0,1,1320,,,,1329,1329,1329.0,,,,,,,,,AGBEICAE_01151,,,,,,
group_766,,putative protein,1,1,1.0,1,1319,,,,1329,1329,1329.0,,,,,,,,,AGBEICAE_01150,,,,,,
group_764,,hypothetical protein,1,1,1.0,1,1316,,,,492,492,492.0,,,,AMGBDAFE_00181,,,,,,,,,,,
group_763,,putative protein,1,1,1.0,1,1315,,,,1329,1329,1329.0,,,BFBCFGIC_00090,,,,,,,,,,,,
group_761,,hypothetical protein,1,1,1.0,1,1311,,,,228,228,228.0,,GFDNPGNJ_00976,,,,,,,,,,,,,
group_759,,hypothetical protein,1,1,1.0,1,1309,,,,495,495,495.0,,,,,,,,,,,,,,,LAOJDNKF_00399
group_758,,hypothetical protein,1,1,1.0,1,1308,,,,1332,1332,1332.0,,,,AMGBDAFE_00286,,,,,,,,,,,
xkdM,xkdM,Phage-like element PBSX protein XkdM,1,1,1.0,1,1307,,,,495,495,495.0,,,,,,,,,,,,,,PAGOGBDJ_00566,
group_757,,hypothetical protein,1,1,1.0,1,1301,,,,1335,1335,1335.0,,,,,,,,,,HCNBPFHJ_01550,,,,,
narK,narK,Nitrate/nitrite transporter NarK,1,1,1.0,1,1296,,,,1338,1338,1338.0,,,,,,,,,,,,,ICLGGANE_00239,,
group_754,,hypothetical protein,1,1,1.0,1,1294,,,,1338,1338,1338.0,,,,,,,,PDIMPFPI_00645,,,,,,,
linA,linA,Lincosamide resistance protein,1,1,1.0,1,1288,,,,495,495,495.0,,,BFBCFGIC_00097,,,,,,,,,,,,
group_751,,hypothetical protein,1,1,1.0,1,1287,,,,231,231,231.0,,,,,,,,,AGBEICAE_01540,,,,,,
dcuA,dcuA,Anaerobic C4-dicarboxylate transporter DcuA,1,1,1.0,1,1286,,,,1341,1341,1341.0,,,,,,,,,,,,,ICLGGANE_00253,,
group_750,,hypothetical protein,1,1,1.0,1,1285,,,,1341,1341,1341.0,,,,,,,,,,,,,ICLGGANE_00022,,
group_749,,hypothetical protein,1,1,1.0,1,1283,,,,498,498,498.0,,,,,,,,,,,,,,PAGOGBDJ_00552,
group_745,,hypothetical protein,1,1,1.0,1,1277,,,,498,498,498.0,,,,,,,,,,HCNBPFHJ_01390,,,,,
group_744,,hypothetical protein,1,1,1.0,1,1276,,,,498,498,498.0,,,,,,,,,AGBEICAE_01158,,,,,,
group_741,,hypothetical protein,1,1,1.0,1,1273,,,,1344,1344,1344.0,,,,,,,,,,,,,ICLGGANE_00082,,
pcaB,pcaB,3-carboxy-ciscis-muconate cycloisomerase,1,1,1.0,1,1272,,,,1344,1344,1344.0,,,,,,,,,,,BBFLPEJG_01912,,,,
group_737,,hypothetical protein,1,1,1.0,1,1265,,,,498,498,498.0,,,,,,POEAOIBB_00011,,,,,,,,,
group_733,,hypothetical protein,1,1,1.0,1,1261,,,,231,231,231.0,,GFDNPGNJ_00961,,,,,,,,,,,,,
group_731,,hypothetical protein,1,1,1.0,1,1257,,,,498,498,498.0,,GFDNPGNJ_00982,,,,,,,,,,,,,
group_728,,hypothetical protein,1,1,1.0,1,1249,,,,234,234,234.0,,,,,,,,,,,,,ICLGGANE_01849,,
group_726,,hypothetical protein,1,1,1.0,1,1247,,,,1347,1347,1347.0,,,BFBCFGIC_00093,,,,,,,,,,,,
group_725,,hypothetical protein,1,1,1.0,1,1243,,,,501,501,501.0,,,,,,,GCKDAGAE_01458,,,,,,,,
rhsIB,rhsIB,Immunity protein RhsIB,1,1,1.0,1,1239,,,,501,501,501.0,,,,AMGBDAFE_01762,,,,,,,,,,,
group_724,,hypothetical protein,1,1,1.0,1,1238,,,,234,234,234.0,,,,,,,,,,,,,ICLGGANE_00003,,
group_723,csm2,CRISPR type III-associated protein Csm2,1,1,1.0,1,1237,,,,501,501,501.0,,,BFBCFGIC_01318,,,,,,,,,,,,
group_722,,hypothetical protein,1,1,1.0,1,1235,,,,234,234,234.0,,,,,,,,,,HCNBPFHJ_00196,,,,,
group_721,,hypothetical protein,1,1,1.0,1,1232,,,,504,504,504.0,,,,,,,,,,,,,ICLGGANE_00588,,
group_720,,hypothetical protein,1,1,1.0,1,1231,,,,1353,1353,1353.0,,,,,,,,,,,BBFLPEJG_00065,,,,
group_719,,hypothetical protein,1,1,1.0,1,1230,,,,504,504,504.0,,,,,,,,,AGBEICAE_01996,,,,,,
group_718,,hypothetical protein,1,1,1.0,1,1229,,,,504,504,504.0,,,,,,,,PDIMPFPI_00339,,,,,,,
group_717,,hypothetical protein,1,1,1.0,1,1228,,,,240,240,240.0,,,,,,,,,AGBEICAE_01527,,,,,,
group_716,,hypothetical protein,1,1,1.0,1,1225,,,,507,507,507.0,,,,,,,,,,,,,ICLGGANE_01862,,
group_715,,hypothetical protein,1,1,1.0,1,1223,,,,1356,1356,1356.0,,,,,,,,,,,,,,PAGOGBDJ_00903,
group_714,,hypothetical protein,1,1,1.0,1,1222,,,,1356,1356,1356.0,,,,,,,,,,,,,,PAGOGBDJ_00565,
group_713,,hypothetical protein,1,1,1.0,1,1220,,,,507,507,507.0,,,,,,,GCKDAGAE_01703,,,,,,,,
group_712,,hypothetical protein,1,1,1.0,1,1219,,,,1356,1356,1356.0,,,,,,,,,,HCNBPFHJ_01771,,,,,
dcuD,dcuD,Putative cryptic C4-dicarboxylate transporter DcuD,1,1,1.0,1,1218,,,,1356,1356,1356.0,,,,,,,,,AGBEICAE_01716,,,,,,
group_711,,hypothetical protein,1,1,1.0,1,1217,,,,507,507,507.0,,GFDNPGNJ_00337,,,,,,,,,,,,,
group_710,,hypothetical protein,1,1,1.0,1,1216,,,,510,510,510.0,,,,,,,,,,,,,,PAGOGBDJ_01500,
group_708,,hypothetical protein,1,1,1.0,1,1214,,,,510,510,510.0,,,,,,,,,,,,,,PAGOGBDJ_00892,
group_706,,hypothetical protein,1,1,1.0,1,1212,,,,510,510,510.0,,,,,,,,,,,BBFLPEJG_01380,,,,
group_705,,hypothetical protein,1,1,1.0,1,1210,,,,510,510,510.0,,,,,,,,PDIMPFPI_01030,,,,,,,
larC,larC,Pyridinium-35-bisthiocarboxylic acid mononucleotide nickel insertion protein,1,1,1.0,1,1208,,,,1359,1359,1359.0,,,,,,,,,,,,,ICLGGANE_01841,,
group_704,,hypothetical protein,1,1,1.0,1,1206,,,,1359,1359,1359.0,,,,,,,,,,,,,ICLGGANE_00012,,
group_703,,hypothetical protein,1,1,1.0,1,1205,,,,1359,1359,1359.0,,,,,,,,,,,BBFLPEJG_01403,,,,
group_701,csm2,CRISPR type III-associated protein Csm2,1,1,1.0,1,1202,,,,513,513,513.0,,,,,,,,,,,,,,PAGOGBDJ_01957,
group_698,,hypothetical protein,1,1,1.0,1,1196,,,,513,513,513.0,,,,,,,,,,,BBFLPEJG_01388,,,,
group_697,,hypothetical protein,1,1,1.0,1,1195,,,,513,513,513.0,,,,,,,,,,HCNBPFHJ_00187,,,,,
group_696,,hypothetical protein,1,1,1.0,1,1193,,,,513,513,513.0,,,,,,,,,AGBEICAE_00995,,,,,,
group_694,,hypothetical protein,1,1,1.0,1,1190,,,,1365,1365,1365.0,,,,,,POEAOIBB_00711,,,,,,,,,
group_692,,hypothetical protein,1,1,1.0,1,1186,,,,1368,1368,1368.0,,,,,,,,,,,,,,PAGOGBDJ_00551,
group_691,,hypothetical protein,1,1,1.0,1,1184,,,,1368,1368,1368.0,,,,,,,,,,HCNBPFHJ_01822,,,,,
group_688,pduV,Propanediol utilization protein PduV,1,1,1.0,1,1175,,,,516,516,516.0,,,,,,,,,,,,,,,LAOJDNKF_00621
group_686,,hypothetical protein,1,1,1.0,1,1171,,,,1374,1374,1374.0,,,,,,,,,AGBEICAE_02087,,,,,,
group_685,,hypothetical protein,1,1,1.0,1,1170,,,,516,516,516.0,,,,,,,,PDIMPFPI_01748,,,,,,,
group_682,,hypothetical protein,1,1,1.0,1,1166,,,,516,516,516.0,,,,AMGBDAFE_01770,,,,,,,,,,,
group_681,,hypothetical protein,1,1,1.0,1,1165,,,,1374,1374,1374.0,,GFDNPGNJ_00335,,,,,,,,,,,,,
recF_1,recF_1,DNA replication and repair protein RecF,1,1,1.0,1,1162,,,,1101,1101,1101.0,,,,,,,,,,,,,ICLGGANE_00004,,
slpA,slpA,S-layer protein SlpA,1,1,1.0,1,1161,,,,1377,1377,1377.0,,,BFBCFGIC_00086,,,,,,,,,,,,
lytC_1,lytC_1,N-acetylmuramoyl-L-alanine amidase LytC,1,1,1.0,1,1158,,,,519,519,519.0,,,,,,,,,,,,,,PAGOGBDJ_00583,
group_678,,hypothetical protein,1,1,1.0,1,1157,,,,519,519,519.0,,,,,,,,,,,,,,PAGOGBDJ_00562,
group_677,,hypothetical protein,1,1,1.0,1,1156,,,,519,519,519.0,,,,,,,,,,HCNBPFHJ_00215,,,,,
group_675,ohrR,Organic hydroperoxide resistance transcriptional regulator,1,1,1.0,1,1154,,,,519,519,519.0,,,,,,,,,,,,,ICLGGANE_01853,,
group_674,,hypothetical protein,1,1,1.0,1,1152,,,,519,519,519.0,,,,,,,,,AGBEICAE_01531,,,,,,
group_672,,hypothetical protein,1,1,1.0,1,1150,,,,1383,1383,1383.0,,,,,,,,,,HCNBPFHJ_01539,,,,,
group_669,rapA,RNA polymerase-associated protein RapA,1,1,1.0,1,1143,,,,1383,1383,1383.0,,GFDNPGNJ_00326,,,,,,,,,,,,,
group_667,,hypothetical protein,1,1,1.0,1,1141,,,,1386,1386,1386.0,,,,,,,,,,HCNBPFHJ_00217,,,,,
sau3AIR,sau3AIR,Type-2 restriction enzyme Sau3AI,1,1,1.0,1,1139,,,,1386,1386,1386.0,,,,,,,,,AGBEICAE_00794,,,,,,
group_664,,hypothetical protein,1,1,1.0,1,1134,,,,522,522,522.0,,,,,,,,,,,BBFLPEJG_01409,,,,
group_663,,hypothetical protein,1,1,1.0,1,1133,,,,522,522,522.0,,,,,,,,,,,BBFLPEJG_00075,,,,
group_662,,hypothetical protein,1,1,1.0,1,1132,,,,1389,1389,1389.0,,,,,,,,,,,,,,PAGOGBDJ_00893,
group_661,,hypothetical protein,1,1,1.0,1,1131,,,,522,522,522.0,,,,,,,,,AGBEICAE_01518,,,,,,
menE,menE,2-succinylbenzoate--CoA ligase,1,1,1.0,1,1128,,,,1389,1389,1389.0,,,,,,,,,,,,,ICLGGANE_00392,,
bioK,bioK,L-Lysine--8-amino-7-oxononanoate transaminase,1,1,1.0,1,1126,,,,1389,1389,1389.0,,,,,,,,,,,,,ICLGGANE_00252,,
group_657,btaE,Autotransporter adhesin BtaE,1,1,1.0,1,1120,,,,1392,1392,1392.0,,,,,,,GCKDAGAE_01708,,,,,,,,
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,1,1,1.0,1,1113,,,,1395,1395,1395.0,,,,,,,,,,,,,ICLGGANE_00974,,
group_654,,hypothetical protein,1,1,1.0,1,1109,,,,1401,1401,1401.0,,,,,,,,,,,,,,,LAOJDNKF_00024
group_653,,hypothetical protein,1,1,1.0,1,1108,,,,1404,1404,1404.0,,,,,,,,,,,,,,PAGOGBDJ_00894,
group_652,,hypothetical protein,1,1,1.0,1,1107,,,,237,237,237.0,,,BFBCFGIC_00983,,,,,,,,,,,,
narJ,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,1,1,1.0,1,1106,,,,525,525,525.0,,,,,,,,,,,,,ICLGGANE_00243,,
group_651,,hypothetical protein,1,1,1.0,1,1105,,,,1401,1401,1401.0,,,,,,,,,AGBEICAE_00276,,,,,,
group_650,,hypothetical protein,1,1,1.0,1,1104,,,,525,525,525.0,,,,,,,,PDIMPFPI_00638,,,,,,,
group_649,,hypothetical protein,1,1,1.0,1,1103,,,,525,525,525.0,,,,,,,,,AGBEICAE_01711,,,,,,
sucD_2,sucD_2,Succinate-semialdehyde dehydrogenase (acetylating),1,1,1.0,1,1102,,,,1404,1404,1404.0,,,,,,,,,,,,,,,LAOJDNKF_00614
rhsD,rhsD,Protein RhsD,1,1,1.0,1,1101,,,,525,525,525.0,,,,,,,GCKDAGAE_01460,,,,,,,,
group_648,,hypothetical protein,1,1,1.0,1,1099,,,,525,525,525.0,,,,,,,GCKDAGAE_01704,,,,,,,,
group_644,,hypothetical protein,1,1,1.0,1,1092,,,,525,525,525.0,,GFDNPGNJ_00325,,,,,,,,,,,,,
group_643,,hypothetical protein,1,1,1.0,1,1091,,,,525,525,525.0,,GFDNPGNJ_00299,,,,,,,,,,,,,
mshA,mshA,D-inositol 3-phosphate glycosyltransferase,1,1,1.0,1,1085,,,,528,528,528.0,,,,,,,,,,,BBFLPEJG_00072,,,,
group_637,,hypothetical protein,1,1,1.0,1,1081,,,,1410,1410,1410.0,,,,,,,,,,,,,ICLGGANE_00026,,
group_636,,hypothetical protein,1,1,1.0,1,1080,,,,528,528,528.0,,,,AMGBDAFE_00851,,,,,,,,,,,
group_634,,hypothetical protein,1,1,1.0,1,1077,,,,1413,1413,1413.0,,,,,,,,,AGBEICAE_01536,,,,,,
group_633,,hypothetical protein,1,1,1.0,1,1075,,,,240,240,240.0,,,,,,,,,,,,,,PAGOGBDJ_00951,
IntTn,Int-Tn,Transposase from transposon Tn916,1,1,1.0,1,1074,,,,1413,1413,1413.0,,,,,,,,,,,,,ICLGGANE_00454,,
padC,padC,Phenolic acid decarboxylase PadC,1,1,1.0,1,1070,,,,531,531,531.0,,,,,,,,,,,,,ICLGGANE_01797,,
ydjA_2,ydjA_2,Type-2 restriction enzyme BsuMI component YdjA,1,1,1.0,1,1069,,,,1413,1413,1413.0,,GFDNPGNJ_01807,,,,,,,,,,,,,
group_630,,hypothetical protein,1,1,1.0,1,1068,,,,1416,1416,1416.0,,,,,,,,,,,,,,PAGOGBDJ_00556,
group_629,,hypothetical protein,1,1,1.0,1,1067,,,,531,531,531.0,,,,,,,,,,HCNBPFHJ_00234,,,,,
group_628,,hypothetical protein,1,1,1.0,1,1066,,,,531,531,531.0,,,,,,,,,AGBEICAE_01880,,,,,,
group_627,,hypothetical protein,1,1,1.0,1,1065,,,,531,531,531.0,,,,,,,,,AGBEICAE_01559,,,,,,
group_625,,hypothetical protein,1,1,1.0,1,1062,,,,240,240,240.0,,,,,,,,,,HCNBPFHJ_01376,,,,,
group_622,,hypothetical protein,1,1,1.0,1,1058,,,,534,534,534.0,,,,,,,,,,,,,,,LAOJDNKF_00617
opuE_1,opuE_1,Osmoregulated proline transporter OpuE,1,1,1.0,1,1057,,,,1419,1419,1419.0,,,,,,,,,,,,,ICLGGANE_00043,,
group_621,,hypothetical protein,1,1,1.0,1,1056,,,,534,534,534.0,,,,,,,,,,,,,,,LAOJDNKF_00608
group_619,,hypothetical protein,1,1,1.0,1,1053,,,,534,534,534.0,,,,,,,,,,,,,ICLGGANE_01863,,
group_616,,hypothetical protein,1,1,1.0,1,1050,,,,534,534,534.0,,,,,,,,,,HCNBPFHJ_01374,,,,,
dnaA,dnaA,Chromosomal replication initiator protein DnaA,1,1,1.0,1,1049,,,,1422,1422,1422.0,,,,,,,,,,,,,ICLGGANE_00001,,
btaE,btaE,Autotransporter adhesin BtaE,1,1,1.0,1,1048,,,,1422,1422,1422.0,,,,,,,,,,,,,ICLGGANE_01116,,
group_615,,hypothetical protein,1,1,1.0,1,1046,,,,534,534,534.0,,,,,,,,,AGBEICAE_00205,,,,,,
yhaH_3,yhaH_3,Inner membrane protein YhaH,1,1,1.0,1,1043,,,,534,534,534.0,,,,,,,,PDIMPFPI_00136,,,,,,,
group_614,,hypothetical protein,1,1,1.0,1,1042,,,,534,534,534.0,,,,,,,,PDIMPFPI_00041,,,,,,,
group_613,,hypothetical protein,1,1,1.0,1,1041,,,,240,240,240.0,,,,,,,,,AGBEICAE_01549,,,,,,
group_612,,hypothetical protein,1,1,1.0,1,1039,,,,1425,1425,1425.0,,,,,,,,,,,BBFLPEJG_01404,,,,
group_610,,hypothetical protein,1,1,1.0,1,1036,,,,1425,1425,1425.0,,,,,,,,,AGBEICAE_01144,,,,,,
group_609,,hypothetical protein,1,1,1.0,1,1034,,,,534,534,534.0,,GFDNPGNJ_00957,,,,,,,,,,,,,
group_606,gumD_2,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,1,1,1.0,1,1027,,,,1428,1428,1428.0,,,,,,,,,,,,,ICLGGANE_00075,,
group_605,,hypothetical protein,1,1,1.0,1,1026,,,,537,537,537.0,,,,,,,,,,,,,,,LAOJDNKF_00603
